id,target_name_ar,sentence,subject,relation,object,evidence,split
1,مبارك حمود سعدون الطشه,الموسوعه الحره نايب في مجلس الامه الكويتي الامير نواف الاحمد الجابر الصباح الدايره الانتخابيه معلومات شخصيه اسم الولاده مبارك حمود سعدون الطشه تاريخ الميلاد 1980 (العمر 45-46) الجنسيه الكويت الديانه الاسلام الحياه العمليه المدرسه الام جامعه الكويت,,,,,
2,معصومة صالح محمد المبارك,28 يوليو 2006 معلومات شخصيه اسم الولاده معصومه صالح محمد المبارك الميلاد 1947 (العمر 78-79) الاقامه الجنسيه الديانه الاسلام الحياه العمليه التعلم دكتوراه فلسفه في العلاقات الدوليه المدرسه الام جامعه دنفر جامعه شمال تكساس المهنه سياسيه اللغات العربيه موظفه في تعديل مصدري,,,,,
3,منصور الشيخ موسى المزيدي,الموسوعه الحره منصور المزيدي منصور المزيدي الاول من اليمين مناصب معلومات شخصيه اسم الولاده منصور الشيخ موسا المزيدي الميلاد 1905 الوفاه 24 يناير 1976 (71 سنه) الجنسيه الديانه مسلم الحياه العمليه المهنه سياسي رجل اعمال الحزب مستقل تعديل مصدري تعديل منصور الشيخ موسا المزيدي ( 1905 1976 ) عضو المجلس البلدي 1960 وعضو المجلس التاسيسي الكويتي ونايب مجلس الامه الكويتي لدورتين عام و1967 بالدايره الاولا شرق,,,,,
4,منصور العوض,20:00 العوضي مكرما احدا العسكريات قلد وكيل وزاره الداخليه المساعد لشوون امن المنافذ اللواء منصور العوضي,,,,,
5,مبارك محمد كنيفذ مرزوق الوعلان المطيري,الموسوعه الحره معلومات شخصيه اسم الولاده مبارك محمد كنيفذ مرزوق الوعلان تاريخ الميلاد (العمر 66-67) الجنسيه الكويت مناصب الحياه العمليه المدرسه الام شهاده جامعيه علوم سياسيه من المهنه سياسي الحزب كتله العمل الشعبي تعديل مصدري,,,,,
6,سعود محمد راشد بطي الشويعر,الموسوعه الحره سعود الشويعر معلومات شخصيه اسم الولاده سعود محمد راشد بطي الشويعر السليماني الميلاد (العمر 71-72) الجنسيه الديانه اهل السنه والجماعه الحياه العمليه التعلم دبلوم المدرسه الام المعهد الديني المهنه سياسي الحزب مستقل تعديل مصدري,,,,,
7,سعود محمد راشد بطي الشويعر,ودخل المجلس ثمانيه نواب جدد هم ثامر سعد غيث غانم جليدان السويط الظفيري ومبارك هيف سعد الحجرف ومحمد هايف سلطان عريج المطيري وعبدالله فهاد هندي فهد العنزي وشعيب شباب قديفان المويزري وعلي سالم الجعيلان الدقباسي وسعود محمد راشد بطي الشويعر ومرزوق خليفه مفرج الخليفه تعليقات القراء ملاحظه هامه: جميع الاراء والتعليقات تعبر عن وجهه نظر اصحابها فقط,,,,,
8,عبدالله حشر عايد البرغش,النايب عبدالله حشر عايد البرغش النايب عبدالله حشر عايد البرغش المصور : ارشيف,,,,,
9,جمال هاضل سالم الجلاوي,الموسوعه الحره جمال هاضل الجلاوي وزير العدل وزير الدوله لشوون تعزيز النزاهه في المنصب 28 ديسمبر 2021,,,,,
10,جمال هاضل سالم الجلاوي,الامير نواف الاحمد الجابر الصباح رييس الوزراء احمد نواف الاحمد الصباح عيسا احمد الكندري عبدالعزيز ماجد الماجد معلومات شخصيه اسم الولاده جمال هاضل سالم الجلاوي تاريخ الميلاد 1968 (العمر 57-58) مواطنه الكويت الحياه العمليه المهنه سياسي اللغات العربيه تعديل مصدري,,,,,
11,جمال هاضل سالم الجلاوي,مراجع عدل امر اميري بتشكيل الحكومه الجديده برياسه سمو الشيخ صباح الخالد الحمد الصباح تتضمن 15 وزيرا نسخه محفوظه 2021-12-28 علا موقع واي باك مشين المستشار جمال هاضل الجلاوي,,,,,
12,جمال هاضل سالم الجلاوي,A+ Aحكومه السيره الذاتيه لوزير العدل وزير الدوله لشوون النزاهه المستشار جمال الجلاوي 29/12/2021 LOC00:12 21:12 GMT وزير العدل وزير الدوله لشوون النزاهه المستشار جمال هاضل سالم الجلاوي الكويت,,,,,
13,جمال هاضل سالم الجلاوي,واليكم السيره الذاتيه لوزير العدل وزير الدوله لشوون النزاهه المستشار جمال هاضل سالم الجلاوي: حاصل علا شهاده الماجستير في القانون وعمل في اداره الفتوا والتشريع ضمن قطاع الاستيناف والتمييز الاداري والمحكمه الدستوريه وحاضر في الهييه العامه للتعليم التطبيقي والتدريب,,,,,
14,جمال هاضل سالم الجلاوي,وزير الاوقاف والشوون الاسلاميه المستشار جمال هاضل سالم الجلاوي المستشار جمال هاضل سالم الجلاوي نبذه حاصل علا درجه الماجستير في القانون,,,,,
15,جمال هاضل سالم الجلاوي,الرييسيه / الاشخاص / جمال هاضل سالم الجلاوي جمال هاضل سالم الجلاوي الطايفه سني العايله الجلاوي القبيله العوازم المشاركات في الحكومه الحكومه الوزاره الحكومه 40 وزاره الاوقاف والشوون الاسلاميه وزير الاوقاف والشوون الاسلاميه وزاره العدل وزير العدل ووزير دوله لشوون تعزيز النزاهه الحكومه 39 وزاره العدل وزير العدل ووزير دوله لشوون تعزيز النزاهه,,,,,
16,عبدالعزيز  ماجد,الموسوعه الحره عبدالعزيز ماجد الماجد وزير العدل ووزير الاوقاف والشوون الاسلاميه في المنصب,,,,,
17,عبدالعزيز  ماجد,احمد عبدالمجيد خاطر يعقوب عبدالله الماجد عبدالعزيز هوشان علي عبدالله الماجد محمد حمد شنوف الماجد يوسف سلطان ماجد البخيت الماجد عواطف عبدالمجيد خاطر يعقوب عبدالله الماجد علي عبدالجليل ياسين الماجد حمود خليفه احمد عبدالرحمن احمد الماجد عبدالعزيز ماجد عبدالعزيز الماجد وزير Comments & Questions Michael Herb,,,,,
18,حمود عبدالله الرقبة,وفيما يلي نبذه عن السيره الذاتيه للوزير الاسبق حمود عبدالله الرقبه,,,,,
19,حمود عبدالله الرقبة,حمود عبدالله الرقبه نبذه عن السيره الذاتيه للوزير الاسبق د,,,,,
20,حمود عبدالله الرقبة,حمود عبدالله الرقبه من مواليد 1951 في منطقه المرقاب حاصل علي شهاده بكالوريوس في الهندسه الكيمياييه عام 1974 من الولايات المتحده الامريكيه في عام 1977 حصل علي ماجستير في الهندسه الكيمياييه من انجلترا في عام 1981 حصل علا دكتوراه في الهندسه الكيمياييه من انجلترا في عام 1993 حصل علا دكتوراه فخريه في العلوم من انجلترا اما المناصب الرسميه التي شغلها الفقيد فهي كالتالي 1974-1975 مهندس بوزاره الكهرباء والماء 1981 استاذ بكليه الهندسه والبترول,,,,,
21,محمد ضيف الله القحص العنزي,طالع محمد ضيف الله (توضيح) مناصب معلومات شخصيه اسم الولاده محمد ضيف الله القحص العنزي الميلاد 1919 مدينه الكويت تاريخ الوفاه 23 مايو 2004 (85 سنه) مكان الدفن مقبره الجهراء الجنسيه الديانه الاسلام الحياه العمليه المهنه سياسي تعديل مصدري,,,,,
22,يوسف عبدالعزيز العلي الوزان,الموسوعه الحره يوسف الوزان معلومات شخصيه اسم الولاده يوسف عبد العزيز العلي الوزان الميلاد تاريخ الوفاه 29 اكتوبر 2009 (73 سنه) الجنسيه الديانه مسلم الاب عبد العزيز العلي الوزان الحياه العمليه المهنه سياسي الحزب مستقل تعديل مصدري,,,,,
23,محمد الحجرف,الرجاء اعاده المحاوله لا يوجد نتايج في عمليه تلخيص الموضوع محافظ الفروانيه الشيخ عذبي الناصر مستقبلا العميد محمد مطلق المطيري بحضور مساعد مدير امن محافظه الفروانيه العميد نايف محمد الحجرف استقبل محافظ الفروانيه الشيخ عذبي الناصر بمكتبه في ديوان عام المحافظه صباح امس العميد محمد مطلق جاسم المطيري قدم له التهنيه تعيينه مديرا عاما لمديريه امن محافظه الفروانيه,,,,,
24,حسين براك هادي حسين الحضيري الدوسري,الموسوعه الحره حسين براك الدوسري معلومات شخصيه اسم الولاده حسين براك هادي حسين الحضيري الدوسري الميلاد 1957 (العمر 69 سنه) الجنسيه الديانه مسلم الحياه العمليه المدرسه الام دبلوم علوم عسكريه المهنه سياسي الحزب قبلي,,,,,
25,خليل إبراهيم عبدالله المزين,خليل ابراهيم عبدالله المزين نايب علي سالم عبدالله محمد المزين فيصل حمد ابراهيم عبدالله محمد المزين Comments & Questions Michael Herb,,,,,
26,عيد هذال سعود مرحب الرشيدي,الموسوعه الحره عيد هذال الرشيدي وزير الاشغال العامه في المنصب 13 يوليو,,,,,
27,عيد هذال سعود مرحب الرشيدي,29 يناير 2001 الامير جابر الاحمد الصباح حمود الرقبه فهد الميع معلومات شخصيه اسم الولاده عيد هذال سعود مرحب الرشيدي الميلاد 1955 (العمر 71 سنه) الجنسيه الديانه مسلم الحياه العمليه المدرسه الام بكالوريوس في العلوم السياسيه والاقتصاد المهنه سياسي,,,,,
28,عايض علوش الخميشى العازمي,2024 تقدم النايب الدكتور احمد بن مطيع العازمي بمقترح بتسميه الشارع الرييسي بين ضاحيه صباح السالم ومنطقه العدان باسم عضو مجلس الامه الراحل عايض علوش الخميشي العازمي وذلك انطلاقا من تقدير جهود اعضاء مجلس الامه السابقين واعترافا بما قدموه من خدمات وتضحيات لاجل الوطن الغالي,,,,,
29,عايض علوش الخميشى العازمي,2024 تقدم النايب الدكتور احمد بن مطيع العازمي بمقترح بتسميه الشارع الرييسي بين ضاحيه صباح السالم ومنطقه العدان باسم عضو مجلس الامه الراحل عايض علوش الخميشي العازمي,,,,,
30,فراج زبن عربيد جلوي العربيد,خلف فراج فهد العربيد الرشايده ناصر صالح شعبان العاشور العربيد فراج زبن عربيد جلوي العربيد الرشايده سني نايب Comments & Questions Michael Herb,,,,,
31,عبدالوهاب سليمان الفوزان,وزير الصحه الكويتي السابق 1994 1 السيره الشخصيه الدكتور عبد الوهاب سليمان الفوزان ولد بالكويت عام 1952,,,,,
32,بدر غريد سعوى راشد البذالي,الموسوعه الحره بدر البذالي معلومات شخصيه اسم الولاده بدر غريد سعوي راشد البذالي تاريخ الميلاد 1972 (العمر 54 سنه) الجنسيه الديانه مسلم الحياه العمليه التعلم ليسانس حقوق المهنه سياسي,,,,,
33,بدر غريد سعوى راشد البذالي,تعديل بدر غريد سعوي راشد البذالي ولد في في 6 مايو عام 1972 شارك في الانتخابات البرلمانيه السادسه عشر 2012 في تاريخ الكويت,,,,,
34,فلاح ضاحي فلاح ضاحي دلواح الهاجري,الموسوعه الحره معلومات شخصيه اسم الولاده فلاح ضاحي فلاح ضاحي الهاجري الميلاد 1976 (العمر 49-50) الكويت الجنسيه كويتي الديانه الاسلام الحياه العمليه التعلم دكتوراه بالشريعه الاسلاميه المدرسه الام جامعه الكويت المهنه سياسي تعديل مصدري,,,,,
35,فلاح ضاحي فلاح ضاحي دلواح الهاجري,"تعديل فلاح ضاحي فلاح ضاحي دلواح الهاجري ( 1976 -) نايب في مجلس الامه الكويتي 1 السيره الشخصيه عدل شارك النايب في انتخابات مجلس الامه الكويتي 2022 وحصل علا المركز السادس في الدايره الانتخابيه الثانيه برصيد 2,921 صوت وفاز بالانتخابات",,,,,
36,فلاح ضاحي فلاح ضاحي دلواح الهاجري,عضو منتدب بالهييه العامه للتعليم التطبيقي والتدريب 2 مراجع عدل ^ فلاح ضاحي فلاح ضاحي دلواح الهاجري نسخه محفوظه 2022-10-05 علا موقع واي باك مشين ^ السيره الذاتيه للفايزين ب,,,,,
37,سعد إبراهيم سعد الخراز,الموسوعه الحره سعد الخراز وزير الشوون الاجتماعيه والعمل في المنصب 25 ديسمبر 2018,,,,,
38,سعد إبراهيم سعد الخراز,^ السيره الذاتيه لوزير الشوون الجديد سعد الخراز نسخه محفوظه 2020-06-05 علا موقع واي باك مشين,,,,,
39,مبارك فالح رجعان راعى الفحماء,الموسوعه الحره مناصب معلومات شخصيه اسم الولاده مبارك فالح رجعان راعي الفحماء تاريخ الميلاد سنه 1937 تاريخ الوفاه 1 سبتمبر 2004 (74 سنه) الجنسيه الكويت الحياه العمليه المهنه سياسي الحزب مستقل,,,,,
40,محمد وسمي ناصر السديران,الموسوعه الحره مناصب معلومات شخصيه اسم الولاده محمد وسمي ناصر السديران العازمي الميلاد 1913 تاريخ الوفاه 1 يناير 1979 (66 سنه) الجنسيه الديانه مسلم الحياه العمليه المهنه سياسي الحزب مستقل قبلي تعديل مصدري تعديل محمد وسمي ناصر السديران العازمي,,,,,
41,محمد وسمي ناصر السديران,محمد وسمي ناصر السديران العوازم سني نائب Comments & Questions Michael Herb,,,,,
42,عبداللطيف عبدالوهاب عبدالرحمن مبارك العميري,النايب عبداللطيف عبدالوهاب عبدالرحمن مبارك العميري النايب عبداللطيف عبدالوهاب عبدالرحمن مبارك العميري المصور : ارشيف,,,,,
43,مطلق محمد صعصيع الشليمي,الموسوعه الحره مطلق الشليمي مناصب معلومات شخصيه اسم الولاده مطلق محمد صعصيع الشليمي الميلاد 1937 الشاميه الوفاه 26 اغسطس 2000 (63 سنه) سبب الوفاه حادث سياره مواطنه الحياه العمليه المهنه سياسي تعديل مصدري تعديل مطلق محمد صعصيع الشليمي الظفيري ( 1937 2000 ) 1 نايب سابق في مجلس الامه الكويتي,,,,,
44,سعد الحتيرش,وان ما جيت به انا غير ذلك اما ما ذهبت اليه من وجود بعض الشواهد الموغله في التاريخ بما يكون اكبر وابعد من رواتب الاخباريين ولا تقر بما حاولت انا اثباته حسب اعتقادك ومنها قول شايع الامسح ابن رمال عندما لجا الا سعد الحتيرش امير بقعا ومن قوله : سعد زعيم للسواعد هل الوفا يفخر به اجيال وراها اجيال الا ان قال : سقا الله دار قد سكنها العتيبي سقاها من النو الثقيل خيال نقول ان شايع الامسح ما هو الا احد الاخباريين واخباريته تاتي في شعره,,,,,
45,محمد صقر المعوشرجي,نعم المدير ونعم الوزير والانسان محمد صقر المعوشرجي في ذمه الله 19 ديسمبر 2016 المصدر : الانباء عدد التعليقات 7 A+ Aصاحب السمو الامير الشيخ صباح الاحمد مصافحا,,,,,
46,محمد صقر المعوشرجي,واستمر العم محمد صقر المعوشرجي في منصبه الا عام 1980 وطلب التقاعد وعين عضوا في المجلس البلدي في العام نفسه ثم انتخب نايبا لرييس المجلس البلدي وكان الرييس حينذاك العم عبدالعزيز العدساني,,,,,
47,محمد صقر المعوشرجي,يقول الشاعر المتنبي: وقد فارق الناس الاحبه قبلناواعيا دواء الموت كل طيب تسلم العم محمد صقر المعوشرجي حقيبه وزاره الاوقاف والشوون الاسلاميه وكان اول وزير للاوقاف بعد الاحتلال العراقي وكانت المساجد حينذاك تحتاج الا صيانه حيث كان هناك اكثر من 500 مسجد بحاجه ماسه لاعمال الصيانه العاجله وبعضها هدمه الاحتلال الغاشم وبعض المساجد حولت الا مخازن اسلحه ومكان امن للمسروقات,,,,,
48,راشد عوض مطلق الجويسري,الموسوعه الحره معلومات شخصيه اسم الولاده راشد عوض مطلق الجويسري الميلاد 1943 (العمر 83 سنه) الجنسيه الديانه مسلم الحياه العمليه المهنه سياسي الحزب قبلي,,,,,
49,فلاح مطلق هذال مقدن الصواغ العازمي,الموسوعه الحره معلومات شخصيه اسم الولاده فلاح مطلق هذال مقدن الصواغ العازمي الميلاد 23 مايو 1961 ( 1961-05-23 ) الوفاه 11 اكتوبر 2016 (55 سنه) الجنسيه كويتي مناصب الحياه العمليه التعلم دبلوم في معهد المعلمين المهنه سياسي تعديل مصدري,,,,,
50,فلاح مطلق هذال مقدن الصواغ العازمي,A+ Aعام الكويت تفقد النايب الاسبق فلاح الصواغ العازمي 11/10/2016 LOC16:21 13:21 GMT النايب الاسبق في مجلس الامه المرحوم فلاح الصواغ العازمي الكويت,,,,,
51,فلاح مطلق هذال مقدن الصواغ العازمي,10 (كونا) -- فقدت دوله الكويت اليوم النايب الاسبق في مجلس الامه فلاح مطلق هذال مقدن الصواغ العازمي عن عمر 55 عاما اثر مضاعفات صحيه عقب عمل جراحي اجري له في مستشفا البابطين للجراحه والحروق حيث توفي هناك,,,,,
52,فلاح مطلق هذال مقدن الصواغ العازمي,وكان النايب الاسبق في مجلس الامه فلاح مطلق هذال مقدن الصواغ العازمي توفي اليوم عن عمر 55 عاما اثر مضاعفات صحيه عقب عمل جراحي اجري له في مستشفا البابطين للجراحه والحروق حيث توفي هناك,,,,,
53,فيصل  الديحاني,مدير اداره العلاقات العامه والاعلام الامني في وزاره الداخليه العقيد فيصل الديحاني: كلمات سمو الامير الشيخ مشعل الاحمد عن وحده الوطن وتماسكه لابد ان نترجمها الا افعال,,,,,
54,خالد حسين عبد علي عبدالرحيم الشطي,تعديل خالد حسين عبد علي عبد الرحيم الشطي نايب سابق في مجلس الامه الكويتي 1 من مواليد 1970,,,,,
55,ناصر صنهات ساير العصيمي,الموسوعه الحره مناصب معلومات شخصيه اسم الولاده ناصر صنهات ساير العصيمي تاريخ الميلاد سنه 1926 الوفاه سنه 1982 (55-56 سنه) الولايات المتحده مكان الدفن مقبره الصليبيخات مواطنه الكويت الحياه العمليه المهنه سياسي تعديل مصدري,,,,,
56,ناصر صنهات ساير العصيمي,تعديل ناصر صنهات ساير العصيمي نايب سابق في سيرته نايب سابق في,,,,,
57,ناصر صنهات ساير العصيمي,"شاركات: 2,002 بناء علا المرسوم رقم (9) الصادر في عام 196م الخاص بقانون المختارين تم الاعلان عن نتايج انتخاب مختار لمنطقه خيطان في تاريخ 25 يناير 1961م وكانت نتيجه الانتخاب هو فوز المرحوم ناصر صنهات العصيمي ليصبح مختارا لمنطقه خيطان وتم نشر هذا الاعلان في"" صحيفه الكويت اليوم"" ويلاحظ ان رييس لجنه المختارين في تلك الفتره هو صاحب السمو امير البلاد الشيخ صباح الاحمد الصباح وهي المره الاولي والاخيره التي يتم بها انتخاب مختار للمناطق في الكويت حيث اصبح بعد عام 1961م بالت",,,,,
58,ناصر صنهات ساير العصيمي,"القصور المشاركات: 2,002 بناء علا المرسوم رقم (9) الصادر في عام 196م الخاص بقانون المختارين تم الاعلان عن نتايج انتخاب مختار لمنطقه خيطان في تاريخ 25 يناير 1961م وكانت نتيجه الانتخاب هو فوز المرحوم ناصر صنهات العصيمي ليصبح مختارا لمنطقه خيطان وتم نشر هذا الاعلان في"" صحيفه الكويت اليوم"" ويلاحظ ان رييس لجنه المختارين في تلك الفتره هو صاحب السمو امير البلاد الشيخ صباح الاحمد الصباح وهي المره الاولي والاخيره التي يتم بها انتخاب مختار للمناطق في الكويت",,,,,
59,نواف بهيش سعد هواش العازمي,الموسوعه الحره معلومات شخصيه اسم الولاده نواف بهيش سعد هواش العازمي الميلاد 1978 (العمر 47-48) الاقامه الجنسيه العرق عربي الديانه الاسلام عضويه مجلس الامه الكويتي 2024 الحياه العمليه شهاده جامعيه دبلوم المهنه سياسي اللغات العربيه تعديل مصدري,,,,,
60,جراح المطيري,وقال نايب المدير العام المهندس جراح المطيري انه تم التعاقد مع احدا شركات المقاولات الكبرا لتنفيذ مشروع «فلل البدره» حيث قامت الاداره الهندسيه بالشركه باعتماد البرنامج الزمني لتنفيذ المشروع باقل مده زمنيه ضمن معايير عاليه الجوده,,,,,
61,جراح المطيري,جراح المطيري مديرا لمكتب الوزير الجبري,,,,,
62,علي أحمد إبراهيم أحمد البغلي,1996 الانتخابات انتخابات مجلس الامه الكويتي 1992 معلومات شخصيه الميلاد 1 يناير 1947 مدينه الكويت الوفاه 26 فبراير 2023 (76 سنه) 2 مدينه الكويت سبب الوفاه نوبه قلبيه مواطنه الكويت الديانه مسلم عضويه الحياه العمليه المدرسه الام جامعه الكويت (الشهاده: بكالوريوس الحقوق ) (-1972) المهنه سياسي ومحام وكاتب اللغه الام العربيه اللغات العربيه والفرنسيه تعديل مصدري تعديل علي احمد ابراهيم احمد البغلي ( 1 يناير 1947 26 فبراير 2023 ) هو وزير كويتي سابق,,,,,
63,فيصل بندر وطيان الدويش,الموسوعه الحره معلومات شخصيه اسم الولاده فيصل بندر وطبان الدويش الميلاد 1947 (العمر 79 سنه) الجنسيه الديانه مسلم الحياه العمليه المهنه سياسي,,,,,
64,فيصل بندر وطيان الدويش,امير قبيله الحزب قبلي مستقل تعديل مصدري تعديل فيصل بندر وطبان الدويش المطيري من مواليد دوله الكويت في عام 1947,,,,,
65,مريم عقيل السيد هاشم العقيل,"عدنان هاشم احمد العقيل مدير موسسه الكويت للتقدم العلمي سابقا وكذلك منهم الوزيره مريم عقيل هاشم العقيل ولهم مصاهرات مع اسره الشهاب""خضير"" والونيان وغيرهم",,,,,
66,مريم عقيل السيد هاشم العقيل,ومريم عقيل هاشم العقيل لتصبح وزيره للشوون الاجتماعيه ووزيره دوله للشوون الاقتصاديه,,,,,
67,أحمد العيدان,"1 تريليونات قدم مكعبه من الغاز 2024/7/23 العيدان: سموه صاحب رويه ثاقبه لاعلاء شان الكويت ودفع مسار التطوير والتنميه 2023/12/21 الرييس التنفيذي ل ""نفط الكويت"" احمد العيدان: سمو الامير صاحب رويه ثاقبه ونجح في دفع مسار التطوير والتنميه والتقدم واعلاء شان الكويت 2023/12/20 الرييس التنفيذي ل «نفط الكويت» يحصد جايزه شخصيه العام 2023/6/16 انقر لتحميل المزيد",,,,,
68,مناور ذياب نقا القوزاني العازمي,اي معلومات غير موثقه يمكن التشكيك بها و ازالتها ( مارس 2020 ) معلومات شخصيه اسم الولاده مناور ذياب نقا القوزاني العازمي الميلاد (العمر 61 سنه) الجنسيه الديانه مسلم الحياه العمليه المهنه سياسي الحزب مستقل,,,,,
69,مناور ذياب نقا القوزاني العازمي,نايب سابق في مجلس الامه الكويتي فبراير 2012 نبذه [ عدل ] مناور ذياب نقا القوزاني العازمي مواليد,,,,,
70,فيصل محمد الحجي بوخضور,الموسوعه الحره فيصل الحجي بوخضور مناصب وزير الدوله لشوون مجلس الوزراء 25 مارس 2007,,,,,
71,فيصل محمد الحجي بوخضور,"المراجع ""وفاه الوزير والسفير الكويتي في البحرين سابقا فيصل الحجي بوخضور"" جريده الوطن البحرينيه",,,,,
72,فيصل محمد الحجي بوخضور,"اطلع عليه بتاريخ 2021-10-25 ""وفاه السفير الكويتي الاسبق فيصل الحجي بوخضور بالبحرين""",,,,,
73,فيصل محمد الحجي بوخضور,اطلع عليه بتاريخ 2021-10-25 الكويت تفقد برحيل الوزير الاسبق فيصل الحجي بوخضور احد ابنايها المخلصين بعد رحله طويله بالعمل الدبلوماسي والسياسي,,,,,
74,عبدلله عبدالصمد معرفي,الرييسيه / الاشخاص / عبدلله عبدالصمد معرفي عبدلله عبدالصمد معرفي العايله معرفي المشاركات في الحكومه الحكومه الوزاره الحكومه 37 وزاره الدوله لشوون الاسكان والتطوير العمراني وزير الاسكان وزاره الدوله لشوون الخدمات وزير دوله لشوون الخدمات,,,,,
75,عبدلله عبدالصمد معرفي,وزير الحكومه الطايفه شيخ\منتخب فرع العايله الحاكمه العايله القبيله عبدلله عبدالصمد معرفي الحكومه 37 معرفي مبارك سالم مبارك ناصر الحريص الحكومه 36 سني الحريص العوازم جنان محسن حسن رمضان بوشهري الحكومه 35 / من تشكيل الحكومه الا 24-12-2018 بوشهري خالد ناصر عبدالله الروضان الحكومه 35 / من 24-12-2018 الا نهايه الحكومه الروضان ياسر حسن ابل الحكومه 34 عيسا محمد ابراهيم المزيدي الحكومه 13 الثانيه عيسا محمد ابراهيم المزيدي الحكومه 13,,,,,
